ds,GHI_A_DATA_Avg,POA_A_DATA_2_Avg,AirTC_Avg_Degree Celcius,RH_%,POA_A_DATA_3_Avg,WS_Avg_km/h,T110PV_C_Avg_Degree Celcius
11/21/2024 7:00:00 PM,-69.6003806979231,-103.504715768065,31.232271361007,28.8064733841963,-102.426533421025,-21.4903539362968,31.2712269344786
11/21/2024 7:01:00 PM,-70.304568001033,-104.320243210567,31.1966082218907,28.8816668714644,-103.173373527193,-21.5228891497834,31.2046719537255
11/21/2024 7:02:00 PM,-70.9887330039077,-105.112930070147,31.1610483660965,28.956644126224,-103.898271012695,-21.5551713516413,31.1388002534604
11/21/2024 7:03:00 PM,-71.653003094698,-105.882902474627,31.1255938720145,29.0314002864049,-104.601359158814,-21.5871989675383,31.0736122469352
11/21/2024 7:04:00 PM,-72.2975085290071,-106.630289978466,31.0902467831484,29.1059305702094,-105.282774444288,-21.6189704863088,31.0091082264137
11/21/2024 7:05:00 PM,-72.9223824169541,-107.355225553803,31.0550091063915,29.1802302843173,-105.942656533654,-21.6504844607631,30.9452883616295
11/21/2024 7:06:00 PM,-73.5277606647692,-108.057845528475,31.0198828132002,29.2542948166565,-106.58114821576,-21.6817395073282,30.8821527017735
11/21/2024 7:07:00 PM,-74.1137819586867,-108.738289573289,30.9848698379979,29.3281196446221,-107.198395388712,-21.7127343066988,30.8197011742267
11/21/2024 7:08:00 PM,-74.6805877358525,-109.396700674509,30.9499720782156,29.4017003313488,-107.794547030807,-21.743467604166,30.7579335843586
11/21/2024 7:09:00 PM,-75.2283221199864,-110.033225064537,30.9151913953099,29.4750325262796,-108.36975513314,-21.7739382084304,30.696849618598
11/21/2024 7:10:00 PM,-75.7571319265065,-110.648012234224,30.8805296121938,29.5481119700173,-108.924174706847,-21.8041449937432,30.6364488405564
11/21/2024 7:11:00 PM,-76.2671665946217,-111.241214859153,30.8459885146029,29.6209344901599,-109.457963711441,-21.8340868987533,30.5767306941653
11/21/2024 7:12:00 PM,-76.7585781657677,-111.812988781276,30.8115698509623,29.6934960047317,-109.97128303505,-21.8637629261012,30.5176945034913
11/21/2024 7:13:00 PM,-77.2315212440265,-112.363492967632,30.7772753307993,29.7657925224054,-110.464296451351,-21.893172144358,30.4593394719466
11/21/2024 7:14:00 PM,-77.6861529528318,-112.892889466317,30.7431066258805,29.8378201431205,-110.937170576316,-21.922313686242,30.401664684141
11/21/2024 7:15:00 PM,-78.1226329078143,-113.401343380555,30.7090653692769,29.9095750581877,-111.390074840279,-21.9511867494719,30.344669104911
11/21/2024 7:16:00 PM,-78.5411231709941,-113.889022820886,30.6751531552587,29.9810535514793,-111.823181440123,-21.9797905969636,30.2883515803631
11/21/2024 7:17:00 PM,-78.9417882064287,-114.356098858995,30.6413715393953,30.0522520000724,-112.236665293203,-22.0081245562701,30.232710838819
11/21/2024 7:18:00 PM,-79.3247948482593,-114.802745496134,30.60772203796,30.1231668734612,-112.630704004195,-22.0361880200687,30.1777454902063
11/21/2024 7:19:00 PM,-79.6903122619486,-115.229139623789,30.5742061279092,30.1937947370206,-113.005477825779,-22.0639804457766,30.1234540270826
11/21/2024 7:20:00 PM,-80.0385118914063,-115.635460967035,30.540825247235,30.2641322477168,-113.361169602327,-22.0915013555484,30.0698348257634
11/21/2024 7:21:00 PM,-80.3695674283099,-116.021892054314,30.5075807937272,30.3341761588021,-113.697964738222,-22.1187503367143,30.0168861455695
11/21/2024 7:22:00 PM,-80.6836547678929,-116.388618171654,30.474474126001,30.403923320048,-114.016051152963,-22.1457270407086,29.9646061308758
11/21/2024 7:23:00 PM,-80.9809519597861,-116.73582731,30.4415065627969,30.4733706730564,-114.315619227686,-22.1724311838083,29.9129928106837
11/21/2024 7:24:00 PM,-81.2616391788478,-117.063710136979,30.4086793821413,30.5425152610457,-114.596861776308,-22.1988625469887,29.8620440989176
11/21/2024 7:25:00 PM,-81.5258986608221,-117.372459926633,30.375993823333,30.6113542175971,-114.859973977323,-22.2250209749571,29.8117577973554
11/21/2024 7:26:00 PM,-81.7739146794169,-117.662272538276,30.3434510849349,30.6798847755276,-115.105153350262,-22.2509063766635,29.7621315937502
11/21/2024 7:27:00 PM,-82.0058734901364,-117.933346355255,30.3110523245734,30.7481042663628,-115.332599695371,-22.2765187255862,29.7131630631165
11/21/2024 7:28:00 PM,-82.2219632817245,-118.185882234102,30.2787986612324,30.8160101140551,-115.542515044381,-22.3018580580744,29.6648496706913
11/21/2024 7:29:00 PM,-82.4223741468749,-118.420083474818,30.2466911719285,30.8835998446811,-115.735103628083,-22.3269244748145,29.6171887690268
11/21/2024 7:30:00 PM,-82.6072980158763,-118.636155748288,30.214730894797,30.9508710777827,-115.910571807329,-22.3517181389718,29.5701776027721
11/21/2024 7:31:00 PM,-82.776928629179,-118.834307069302,30.18291882644,31.0178215338303,-116.06912804335,-22.3762392775493,29.523813306027
11/21/2024 7:32:00 PM,-82.9314614751708,-119.014747728166,30.1512559236017,31.0844490278593,-116.210982831863,-22.4004881800194,29.4780929054126
11/21/2024 7:33:00 PM,-83.0710937558338,-119.177690255922,30.1197431028274,31.1507514746404,-116.336348667962,-22.4244651979653,29.4330133206324
11/21/2024 7:34:00 PM,-83.1960243296324,-119.323349361481,30.0883812398119,31.2167268860034,-116.445439983662,-22.4481707458079,29.3885713645897
11/21/2024 7:35:00 PM,-83.3064536679097,-119.451941885587,30.0571711702488,31.2823733717536,-116.538473103014,-22.4716052994295,29.3447637454566
11/21/2024 7:36:00 PM,-83.4025838103307,-119.56368675343,30.0261136893026,31.3476891403515,-116.615666194461,-22.4947693962683,29.3015870666974
11/21/2024 7:37:00 PM,-83.4846183089718,-119.65880491302,29.9952095517642,31.4126724968418,-116.677239210642,-22.5176636351397,29.2590378285026
